id	biotype	type
WBGene00197333	ncRNA	genic
WBGene00198386	ncRNA	genic
WBGene00077683	protein_coding	genic
WBGene00015153	protein_coding	genic
WBGene00002061	protein_coding	genic
WBGene00235314	ncRNA	genic
WBGene00001177	protein_coding	genic
WBGene00169236	piRNA	genic
WBGene00219784	snoRNA	genic
WBGene00015152	protein_coding	genic
WBGene00015151	protein_coding	genic
WBGene00021413	protein_coding	genic
WBGene00021412	protein_coding	genic
WBGene00021414	protein_coding	genic
WBGene00018976	protein_coding	genic
WBGene00199654	ncRNA	genic
WBGene00200227	ncRNA	genic
WBGene00169451	piRNA	genic
WBGene00004496	protein_coding	genic
WBGene00018975	protein_coding	genic
WBGene00021411	protein_coding	genic
WBGene00000480	protein_coding	genic
WBGene00020999	protein_coding	genic
WBGene00021000	protein_coding	genic
WBGene00021004	protein_coding	genic
WBGene00021001	protein_coding	genic
WBGene00044512	protein_coding	genic
WBGene00021003	protein_coding	genic
WBGene00023356	pseudogene	genic
WBGene00005302	pseudogene	genic
WBGene00170056	piRNA	genic
WBGene00005303	protein_coding	genic
WBGene00021002	protein_coding	genic
WBGene00006648	protein_coding	genic
WBGene00022435	protein_coding	genic
WBGene00022434	protein_coding	genic
WBGene00235163	ncRNA	genic
WBGene00201724	ncRNA	genic
WBGene00202280	ncRNA	genic
WBGene00000838	protein_coding	genic
WBGene00044689	protein_coding	genic
WBGene00077643	protein_coding	genic
WBGene00017080	protein_coding	genic
WBGene00017082	protein_coding	genic
WBGene00005299	protein_coding	genic
WBGene00005301	protein_coding	genic
WBGene00005298	protein_coding	genic
WBGene00017083	protein_coding	genic
WBGene00019814	protein_coding	genic
WBGene00019817	protein_coding	genic
WBGene00019818	protein_coding	genic
WBGene00019815	protein_coding	genic
WBGene00006419	protein_coding	genic
WBGene00006172	protein_coding	genic
WBGene00019816	protein_coding	genic
WBGene00021981	protein_coding	genic
WBGene00044513	protein_coding	genic
WBGene00021983	protein_coding	genic
WBGene00018010	protein_coding	genic
WBGene00018011	protein_coding	genic
WBGene00018013	protein_coding	genic
WBGene00219932	snoRNA	genic
WBGene00003614	protein_coding	genic
WBGene00000022	protein_coding	genic
WBGene00044750	ncRNA	genic
WBGene00020708	protein_coding	genic
WBGene00020707	protein_coding	genic
WBGene00020706	protein_coding	genic
WBGene00020705	protein_coding	genic
WBGene00021450	protein_coding	genic
WBGene00021449	protein_coding	genic
WBGene00196358	ncRNA	genic
WBGene00021451	protein_coding	genic
WBGene00201032	ncRNA	genic
WBGene00022643	protein_coding	genic
WBGene00022642	protein_coding	genic
WBGene00022641	protein_coding	genic
WBGene00022640	protein_coding	genic
WBGene00022639	protein_coding	genic
WBGene00022638	protein_coding	genic
WBGene00005284	protein_coding	genic
WBGene00022637	protein_coding	genic
WBGene00022636	protein_coding	genic
WBGene00219773	lincRNA	genic
WBGene00022644	protein_coding	genic
WBGene00022645	protein_coding	genic
WBGene00021448	protein_coding	genic
WBGene00015259	protein_coding	genic
WBGene00015258	protein_coding	genic
WBGene00015257	protein_coding	genic
WBGene00015256	protein_coding	genic
WBGene00015255	protein_coding	genic
WBGene00170618	piRNA	genic
WBGene00015260	protein_coding	genic
WBGene00015254	protein_coding	genic
WBGene00005256	protein_coding	genic
WBGene00005257	protein_coding	genic
WBGene00005258	protein_coding	genic
WBGene00019744	protein_coding	genic
WBGene00003713	protein_coding	genic
WBGene00003688	protein_coding	genic
WBGene00019743	protein_coding	genic
WBGene00019742	protein_coding	genic
WBGene00019741	protein_coding	genic
WBGene00019745	protein_coding	genic
WBGene00019740	protein_coding	genic
WBGene00003689	protein_coding	genic
WBGene00003645	protein_coding	genic
WBGene00003720	protein_coding	genic
WBGene00166752	piRNA	genic
WBGene00020153	protein_coding	genic
WBGene00020152	protein_coding	genic
WBGene00003696	protein_coding	genic
WBGene00006233	protein_coding	genic
WBGene00003721	protein_coding	genic
WBGene00020151	protein_coding	genic
WBGene00006282	protein_coding	genic
WBGene00020154	protein_coding	genic
WBGene00004144	protein_coding	genic
WBGene00020014	protein_coding	genic
WBGene00005851	pseudogene	genic
WBGene00005260	protein_coding	genic
WBGene00005852	pseudogene	genic
WBGene00005853	pseudogene	genic
WBGene00020015	protein_coding	genic
WBGene00005854	protein_coding	genic
WBGene00020016	protein_coding	genic
WBGene00006119	pseudogene	genic
WBGene00005855	protein_coding	genic
WBGene00005600	pseudogene	genic
WBGene00020013	protein_coding	genic
WBGene00003648	protein_coding	genic
WBGene00003722	protein_coding	genic
WBGene00015759	protein_coding	genic
WBGene00015758	protein_coding	genic
WBGene00015757	protein_coding	genic
WBGene00015760	protein_coding	genic
WBGene00015761	protein_coding	genic
WBGene00015762	protein_coding	genic
WBGene00005899	protein_coding	genic
WBGene00005898	protein_coding	genic
WBGene00015756	protein_coding	genic
WBGene00005585	protein_coding	genic
WBGene00005584	pseudogene	genic
WBGene00015763	protein_coding	genic
WBGene00015764	protein_coding	genic
WBGene00019453	protein_coding	genic
WBGene00019452	protein_coding	genic
WBGene00019451	protein_coding	genic
WBGene00199860	ncRNA	genic
WBGene00019454	protein_coding	genic
WBGene00019450	protein_coding	genic
WBGene00165423	piRNA	genic
WBGene00019449	protein_coding	genic
WBGene00022758	protein_coding	genic
WBGene00022757	protein_coding	genic
WBGene00022756	protein_coding	genic
WBGene00004177	protein_coding	genic
WBGene00005857	pseudogene	genic
WBGene00005856	protein_coding	genic
WBGene00023402	pseudogene	genic
WBGene00004176	protein_coding	genic
WBGene00003680	protein_coding	genic
WBGene00022755	protein_coding	genic
WBGene00018624	protein_coding	genic
WBGene00018615	protein_coding	genic
WBGene00018616	protein_coding	genic
WBGene00018617	protein_coding	genic
WBGene00018618	protein_coding	genic
WBGene00018619	protein_coding	genic
WBGene00018620	protein_coding	genic
WBGene00003673	protein_coding	genic
WBGene00018621	protein_coding	genic
WBGene00018614	protein_coding	genic
WBGene00005621	protein_coding	genic
WBGene00018622	protein_coding	genic
WBGene00018623	protein_coding	genic
WBGene00197369	ncRNA	genic
WBGene00017959	protein_coding	genic
WBGene00005593	protein_coding	genic
WBGene00005594	protein_coding	genic
WBGene00005451	protein_coding	genic
WBGene00005452	protein_coding	genic
WBGene00017963	protein_coding	genic
WBGene00005320	pseudogene	genic
WBGene00017960	protein_coding	genic
WBGene00005472	protein_coding	genic
WBGene00017961	protein_coding	genic
WBGene00005687	protein_coding	genic
WBGene00005688	protein_coding	genic
WBGene00017962	protein_coding	genic
WBGene00005912	protein_coding	genic
WBGene00005913	protein_coding	genic
WBGene00005914	protein_coding	genic
WBGene00017957	protein_coding	genic
WBGene00019244	protein_coding	genic
WBGene00005895	protein_coding	genic
WBGene00005632	protein_coding	genic
WBGene00005631	pseudogene	genic
WBGene00021709	protein_coding	genic
WBGene00005896	protein_coding	genic
WBGene00021708	protein_coding	genic
WBGene00021707	protein_coding	genic
WBGene00021706	protein_coding	genic
WBGene00021710	protein_coding	genic
WBGene00019242	protein_coding	genic
WBGene00019243	protein_coding	genic
WBGene00001564	protein_coding	genic
WBGene00219801	ncRNA	genic
WBGene00005228	protein_coding	genic
WBGene00005613	protein_coding	genic
WBGene00005612	protein_coding	genic
WBGene00015489	protein_coding	genic
WBGene00006182	protein_coding	genic
WBGene00006181	pseudogene	genic
WBGene00005516	protein_coding	genic
WBGene00006288	protein_coding	genic
WBGene00005642	protein_coding	genic
WBGene00006087	protein_coding	genic
WBGene00206359	protein_coding	genic
WBGene00015491	protein_coding	genic
WBGene00005643	protein_coding	genic
WBGene00006266	protein_coding	genic
WBGene00019983	protein_coding	genic
WBGene00019982	protein_coding	genic
WBGene00044514	protein_coding	genic
WBGene00019981	protein_coding	genic
WBGene00044091	protein_coding	genic
WBGene00020060	protein_coding	genic
WBGene00020059	pseudogene	genic
WBGene00020062	protein_coding	genic
WBGene00206411	protein_coding	genic
WBGene00020058	protein_coding	genic
WBGene00020063	protein_coding	genic
WBGene00020057	protein_coding	genic
WBGene00020056	protein_coding	genic
WBGene00005923	protein_coding	genic
WBGene00005922	protein_coding	genic
WBGene00005921	pseudogene	genic
WBGene00018313	protein_coding	genic
WBGene00018312	protein_coding	genic
WBGene00201947	ncRNA	genic
WBGene00019561	protein_coding	genic
WBGene00044778	protein_coding	genic
WBGene00019562	protein_coding	genic
WBGene00019560	protein_coding	genic
WBGene00201938	ncRNA	genic
WBGene00019559	protein_coding	genic
WBGene00019558	protein_coding	genic
WBGene00019557	protein_coding	genic
WBGene00019563	protein_coding	genic
WBGene00019556	protein_coding	genic
WBGene00023103	tRNA	genic
WBGene00235188	snRNA	genic
WBGene00019555	protein_coding	genic
WBGene00020155	protein_coding	genic
WBGene00020156	protein_coding	genic
WBGene00006118	pseudogene	genic
WBGene00044777	protein_coding	genic
WBGene00044776	protein_coding	genic
WBGene00005210	protein_coding	genic
WBGene00005622	protein_coding	genic
WBGene00020157	protein_coding	genic
WBGene00235327	protein_coding	genic
WBGene00003550	protein_coding	genic
WBGene00001480	protein_coding	genic
WBGene00019241	protein_coding	genic
WBGene00019240	protein_coding	genic
WBGene00019239	protein_coding	genic
WBGene00172957	piRNA	genic
WBGene00021747	protein_coding	genic
WBGene00021748	protein_coding	genic
WBGene00021750	protein_coding	genic
WBGene00005024	protein_coding	genic
WBGene00196278	ncRNA	genic
WBGene00197318	ncRNA	genic
WBGene00201430	ncRNA	genic
WBGene00200351	ncRNA	genic
WBGene00006770	protein_coding	genic
WBGene00220173	ncRNA	genic
WBGene00021749	protein_coding	genic
WBGene00019971	protein_coding	genic
WBGene00019972	protein_coding	genic
WBGene00019973	protein_coding	genic
WBGene00019975	protein_coding	genic
WBGene00195716	ncRNA	genic
WBGene00015344	protein_coding	genic
WBGene00019625	protein_coding	genic
WBGene00044515	protein_coding	genic
WBGene00197358	ncRNA	genic
WBGene00201957	ncRNA	genic
WBGene00006255	protein_coding	genic
WBGene00019624	protein_coding	genic
WBGene00006129	protein_coding	genic
WBGene00019626	protein_coding	genic
WBGene00019623	protein_coding	genic
WBGene00173041	piRNA	genic
WBGene00021746	protein_coding	genic
WBGene00021745	protein_coding	genic
WBGene00021744	protein_coding	genic
WBGene00021743	protein_coding	genic
WBGene00021742	protein_coding	genic
WBGene00021741	protein_coding	genic
WBGene00021740	protein_coding	genic
WBGene00196172	ncRNA	genic
WBGene00021071	protein_coding	genic
WBGene00021072	protein_coding	genic
WBGene00000785	protein_coding	genic
WBGene00021070	protein_coding	genic
WBGene00200572	ncRNA	genic
WBGene00020663	protein_coding	genic
WBGene00219734	lincRNA	genic
WBGene00000552	protein_coding	genic
WBGene00020664	protein_coding	genic
WBGene00196225	ncRNA	genic
WBGene00198904	ncRNA	genic
WBGene00004230	protein_coding	genic
WBGene00202436	ncRNA	genic
WBGene00197740	ncRNA	genic
WBGene00020662	protein_coding	genic
WBGene00017764	protein_coding	genic
WBGene00200332	ncRNA	genic
WBGene00021737	protein_coding	genic
WBGene00197345	ncRNA	genic
WBGene00021738	protein_coding	genic
WBGene00021736	protein_coding	genic
WBGene00219759	antisense	genic
WBGene00195169	protein_coding	genic
WBGene00021739	protein_coding	genic
WBGene00021735	protein_coding	genic
WBGene00235315	protein_coding	genic
WBGene00255579	miRNA	genic
WBGene00016539	protein_coding	genic
WBGene00199913	ncRNA	genic
WBGene00195268	ncRNA	genic
WBGene00016538	protein_coding	genic
WBGene00004266	protein_coding	genic
WBGene00198782	ncRNA	genic
WBGene00016540	protein_coding	genic
WBGene00022288	protein_coding	genic
WBGene00022289	protein_coding	genic
WBGene00004053	protein_coding	genic
WBGene00044747	ncRNA	genic
WBGene00001171	protein_coding	genic
WBGene00201332	ncRNA	genic
WBGene00017502	protein_coding	genic
WBGene00044774	protein_coding	genic
WBGene00220206	snoRNA	genic
WBGene00022285	protein_coding	genic
WBGene00197907	ncRNA	genic
WBGene00199852	ncRNA	genic
WBGene00199049	ncRNA	genic
WBGene00022284	protein_coding	genic
WBGene00004923	protein_coding	genic
WBGene00196449	ncRNA	genic
WBGene00022286	protein_coding	genic
WBGene00022287	protein_coding	genic
WBGene00004925	protein_coding	genic
WBGene00195319	ncRNA	genic
WBGene00020017	protein_coding	genic
WBGene00001578	protein_coding	genic
WBGene00019976	protein_coding	genic
WBGene00019979	protein_coding	genic
WBGene00044900	protein_coding	genic
WBGene00000555	protein_coding	genic
WBGene00000559	protein_coding	genic
WBGene00000558	protein_coding	genic
WBGene00000557	protein_coding	genic
WBGene00000556	protein_coding	genic
WBGene00005611	protein_coding	genic
WBGene00174088	piRNA	genic
WBGene00019980	protein_coding	genic
WBGene00019978	protein_coding	genic
WBGene00019977	protein_coding	genic
WBGene00004139	protein_coding	genic
WBGene00018757	protein_coding	genic
WBGene00006794	protein_coding	genic
WBGene00016513	protein_coding	genic
WBGene00016514	protein_coding	genic
WBGene00045390	protein_coding	genic
WBGene00016512	protein_coding	genic
WBGene00005690	protein_coding	genic
WBGene00016515	protein_coding	genic
WBGene00016516	protein_coding	genic
WBGene00005691	protein_coding	genic
WBGene00016517	protein_coding	genic
WBGene00023317	pseudogene	genic
WBGene00006268	protein_coding	genic
WBGene00006270	protein_coding	genic
WBGene00006267	pseudogene	genic
WBGene00006265	protein_coding	genic
WBGene00019348	protein_coding	genic
WBGene00006248	pseudogene	genic
WBGene00019349	protein_coding	genic
WBGene00019350	protein_coding	genic
WBGene00018707	protein_coding	genic
WBGene00198331	ncRNA	genic
WBGene00018708	protein_coding	genic
WBGene00018706	protein_coding	genic
WBGene00018709	protein_coding	genic
WBGene00197355	ncRNA	genic
WBGene00199430	ncRNA	genic
WBGene00000387	protein_coding	genic
WBGene00017509	protein_coding	genic
WBGene00017508	protein_coding	genic
WBGene00017507	protein_coding	genic
WBGene00017506	protein_coding	genic
WBGene00017505	protein_coding	genic
WBGene00017504	protein_coding	genic
WBGene00167824	piRNA	genic
WBGene00017510	protein_coding	genic
WBGene00017503	protein_coding	genic
WBGene00017511	protein_coding	genic
WBGene00017512	protein_coding	genic
WBGene00003707	protein_coding	genic
WBGene00003700	protein_coding	genic
WBGene00021610	protein_coding	genic
WBGene00021611	protein_coding	genic
WBGene00021612	protein_coding	genic
WBGene00198427	ncRNA	genic
WBGene00021609	protein_coding	genic
WBGene00006253	protein_coding	genic
WBGene00006252	protein_coding	genic
WBGene00021608	protein_coding	genic
WBGene00000108	protein_coding	genic
WBGene00019393	protein_coding	genic
WBGene00019392	protein_coding	genic
WBGene00019391	protein_coding	genic
WBGene00019384	protein_coding	genic
WBGene00019390	protein_coding	genic
WBGene00019389	protein_coding	genic
WBGene00019388	protein_coding	genic
WBGene00019387	protein_coding	genic
WBGene00019386	protein_coding	genic
WBGene00019385	pseudogene	genic
WBGene00005843	protein_coding	genic
WBGene00005845	protein_coding	genic
WBGene00005838	protein_coding	genic
WBGene00005229	protein_coding	genic
WBGene00005231	protein_coding	genic
WBGene00021604	protein_coding	genic
WBGene00195035	ncRNA	genic
WBGene00021605	protein_coding	genic
WBGene00021607	protein_coding	genic
WBGene00167741	piRNA	genic
WBGene00021606	protein_coding	genic
WBGene00005837	protein_coding	genic
WBGene00005846	protein_coding	genic
WBGene00005847	protein_coding	genic
WBGene00005850	protein_coding	genic
WBGene00005849	protein_coding	genic
WBGene00005848	protein_coding	genic
WBGene00005539	protein_coding	genic
WBGene00022806	protein_coding	genic
WBGene00170133	piRNA	genic
WBGene00001769	protein_coding	genic
WBGene00006205	protein_coding	genic
WBGene00022807	protein_coding	genic
WBGene00200752	ncRNA	genic
WBGene00022805	protein_coding	genic
WBGene00022808	protein_coding	genic
WBGene00005410	protein_coding	genic
WBGene00022804	protein_coding	genic
WBGene00022809	protein_coding	genic
WBGene00021603	protein_coding	genic
WBGene00021602	protein_coding	genic
WBGene00000976	protein_coding	genic
WBGene00018116	protein_coding	genic
WBGene00018115	protein_coding	genic
WBGene00018112	protein_coding	genic
WBGene00018113	protein_coding	genic
WBGene00018111	protein_coding	genic
WBGene00165613	piRNA	genic
WBGene00018110	protein_coding	genic
WBGene00018114	protein_coding	genic
WBGene00002016	protein_coding	genic
WBGene00002018	protein_coding	genic
WBGene00021599	protein_coding	genic
WBGene00021600	protein_coding	genic
WBGene00021601	protein_coding	genic
WBGene00001632	protein_coding	genic
WBGene00044344	protein_coding	genic
WBGene00021309	protein_coding	genic
WBGene00020394	protein_coding	genic
WBGene00020393	protein_coding	genic
WBGene00020388	protein_coding	genic
WBGene00020396	protein_coding	genic
WBGene00195420	ncRNA	genic
WBGene00219730	lincRNA	genic
WBGene00020389	protein_coding	genic
WBGene00020392	protein_coding	genic
WBGene00020390	protein_coding	genic
WBGene00195501	ncRNA	genic
WBGene00020391	protein_coding	genic
WBGene00021305	protein_coding	genic
WBGene00220139	snoRNA	genic
WBGene00021304	protein_coding	genic
WBGene00021303	protein_coding	genic
WBGene00172418	piRNA	genic
WBGene00005644	protein_coding	genic
WBGene00021308	protein_coding	genic
WBGene00021302	protein_coding	genic
WBGene00021307	protein_coding	genic
WBGene00044517	protein_coding	genic
WBGene00044516	protein_coding	genic
WBGene00021301	protein_coding	genic
WBGene00001785	protein_coding	genic
WBGene00020277	protein_coding	genic
WBGene00020280	protein_coding	genic
WBGene00198113	ncRNA	genic
WBGene00200219	ncRNA	genic
WBGene00020279	protein_coding	genic
WBGene00005604	protein_coding	genic
WBGene00200073	ncRNA	genic
WBGene00023343	pseudogene	genic
WBGene00044518	protein_coding	genic
WBGene00021494	protein_coding	genic
WBGene00005603	protein_coding	genic
WBGene00200592	ncRNA	genic
WBGene00020343	protein_coding	genic
WBGene00020342	protein_coding	genic
WBGene00197537	ncRNA	genic
WBGene00020341	protein_coding	genic
WBGene00020340	protein_coding	genic
WBGene00170432	piRNA	genic
WBGene00006589	protein_coding	genic
WBGene00000111	protein_coding	genic
WBGene00019089	protein_coding	genic
WBGene00019096	protein_coding	genic
WBGene00023306	pseudogene	genic
WBGene00019095	protein_coding	genic
WBGene00019094	protein_coding	genic
WBGene00044519	protein_coding	genic
WBGene00019090	protein_coding	genic
WBGene00174154	piRNA	genic
WBGene00019092	protein_coding	genic
WBGene00019091	protein_coding	genic
WBGene00044520	protein_coding	genic
WBGene00001857	protein_coding	genic
WBGene00021488	protein_coding	genic
WBGene00021489	protein_coding	genic
WBGene00021490	protein_coding	genic
WBGene00021491	protein_coding	genic
WBGene00198913	ncRNA	genic
WBGene00021492	protein_coding	genic
WBGene00021487	protein_coding	genic
WBGene00003676	protein_coding	genic
WBGene00021486	protein_coding	genic
WBGene00021493	protein_coding	genic
WBGene00018094	protein_coding	genic
WBGene00018095	protein_coding	genic
WBGene00018099	protein_coding	genic
WBGene00018093	protein_coding	genic
WBGene00018096	protein_coding	genic
WBGene00018097	protein_coding	genic
WBGene00018098	protein_coding	genic
WBGene00018092	protein_coding	genic
WBGene00017722	protein_coding	genic
WBGene00199577	ncRNA	genic
WBGene00200886	ncRNA	genic
WBGene00000514	protein_coding	genic
WBGene00017721	protein_coding	genic
WBGene00017723	protein_coding	genic
WBGene00235326	protein_coding	genic
WBGene00194908	protein_coding	genic
WBGene00017720	protein_coding	genic
WBGene00017719	protein_coding	genic
WBGene00017724	protein_coding	genic
WBGene00006117	protein_coding	genic
WBGene00016693	protein_coding	genic
WBGene00016694	protein_coding	genic
WBGene00023255	pseudogene	genic
WBGene00166784	piRNA	genic
WBGene00016692	protein_coding	genic
WBGene00016691	protein_coding	genic
WBGene00016689	protein_coding	genic
WBGene00016690	protein_coding	genic
WBGene00172926	piRNA	genic
WBGene00016695	protein_coding	genic
WBGene00006281	protein_coding	genic
WBGene00016696	protein_coding	genic
WBGene00016688	protein_coding	genic
WBGene00005709	pseudogene	genic
WBGene00044087	protein_coding	genic
WBGene00016687	protein_coding	genic
WBGene00016686	protein_coding	genic
WBGene00016685	protein_coding	genic
WBGene00016697	protein_coding	genic
WBGene00021165	protein_coding	genic
WBGene00021166	protein_coding	genic
WBGene00003612	protein_coding	genic
WBGene00021167	protein_coding	genic
WBGene00021168	protein_coding	genic
WBGene00197292	ncRNA	genic
WBGene00021169	protein_coding	genic
WBGene00021164	protein_coding	genic
WBGene00003723	protein_coding	genic
WBGene00018415	protein_coding	genic
WBGene00018414	protein_coding	genic
WBGene00003646	protein_coding	genic
WBGene00003718	protein_coding	genic
WBGene00003693	protein_coding	genic
WBGene00003617	protein_coding	genic
WBGene00003716	protein_coding	genic
WBGene00003724	protein_coding	genic
WBGene00003686	protein_coding	genic
WBGene00018413	protein_coding	genic
WBGene00023039	pseudogene	genic
WBGene00018262	protein_coding	genic
WBGene00018261	protein_coding	genic
WBGene00018264	protein_coding	genic
WBGene00018260	protein_coding	genic
WBGene00006279	protein_coding	genic
WBGene00023284	protein_coding	genic
WBGene00018265	protein_coding	genic
WBGene00202502	protein_coding	genic
WBGene00018266	protein_coding	genic
WBGene00021163	protein_coding	genic
WBGene00021162	protein_coding	genic
WBGene00044521	protein_coding	genic
WBGene00000027	protein_coding	genic
WBGene00196324	ncRNA	genic
WBGene00003649	protein_coding	genic
WBGene00020853	protein_coding	genic
WBGene00020852	protein_coding	genic
WBGene00020851	protein_coding	genic
WBGene00020849	protein_coding	genic
WBGene00003705	protein_coding	genic
WBGene00174687	piRNA	genic
WBGene00020850	protein_coding	genic
WBGene00235117	protein_coding	genic
WBGene00021232	protein_coding	genic
WBGene00021233	protein_coding	genic
WBGene00021230	protein_coding	genic
WBGene00021234	protein_coding	genic
WBGene00021235	protein_coding	genic
WBGene00021236	protein_coding	genic
WBGene00017500	protein_coding	genic
WBGene00017501	protein_coding	genic
WBGene00017498	protein_coding	genic
WBGene00017490	protein_coding	genic
WBGene00017499	protein_coding	genic
WBGene00017497	protein_coding	genic
WBGene00017491	protein_coding	genic
WBGene00017492	protein_coding	genic
WBGene00017493	protein_coding	genic
WBGene00017494	protein_coding	genic
WBGene00017496	protein_coding	genic
WBGene00021222	protein_coding	genic
WBGene00021224	protein_coding	genic
WBGene00021223	protein_coding	genic
WBGene00021221	protein_coding	genic
WBGene00021225	protein_coding	genic
WBGene00021226	protein_coding	genic
WBGene00021227	protein_coding	genic
WBGene00021220	protein_coding	genic
WBGene00021219	protein_coding	genic
WBGene00044734	protein_coding	genic
WBGene00044099	protein_coding	genic
WBGene00021218	pseudogene	genic
WBGene00021217	protein_coding	genic
WBGene00021228	protein_coding	genic
WBGene00044902	pseudogene	genic
WBGene00021216	protein_coding	genic
WBGene00044735	protein_coding	genic
WBGene00005137	protein_coding	genic
WBGene00015731	protein_coding	genic
WBGene00005148	protein_coding	genic
WBGene00006170	protein_coding	genic
WBGene00006171	protein_coding	genic
WBGene00015730	protein_coding	genic
WBGene00018913	protein_coding	genic
WBGene00018914	protein_coding	genic
WBGene00018912	protein_coding	genic
WBGene00195293	ncRNA	genic
WBGene00018915	protein_coding	genic
WBGene00018911	protein_coding	genic
WBGene00018917	protein_coding	genic
WBGene00018910	protein_coding	genic
WBGene00018918	protein_coding	genic
WBGene00003521	protein_coding	genic
WBGene00018919	protein_coding	genic
WBGene00018920	protein_coding	genic
WBGene00015273	protein_coding	genic
WBGene00015272	protein_coding	genic
WBGene00015271	protein_coding	genic
WBGene00015270	protein_coding	genic
WBGene00005138	protein_coding	genic
WBGene00005139	pseudogene	genic
WBGene00006284	protein_coding	genic
WBGene00006136	protein_coding	genic
WBGene00015269	pseudogene	genic
WBGene00006283	protein_coding	genic
WBGene00021571	protein_coding	genic
WBGene00021570	protein_coding	genic
WBGene00044131	protein_coding	genic
WBGene00021572	protein_coding	genic
WBGene00021573	protein_coding	genic
WBGene00021569	protein_coding	genic
WBGene00021568	protein_coding	genic
WBGene00021567	protein_coding	genic
WBGene00021574	protein_coding	genic
WBGene00021566	protein_coding	genic
WBGene00006200	protein_coding	genic
WBGene00001758	protein_coding	genic
WBGene00021565	protein_coding	genic
WBGene00172849	piRNA	genic
WBGene00005607	protein_coding	genic
WBGene00005608	protein_coding	genic
WBGene00016233	protein_coding	genic
WBGene00016232	protein_coding	genic
WBGene00016231	protein_coding	genic
WBGene00016234	protein_coding	genic
WBGene00016230	protein_coding	genic
WBGene00016229	protein_coding	genic
WBGene00018760	protein_coding	genic
WBGene00018761	protein_coding	genic
WBGene00018762	protein_coding	genic
WBGene00018759	protein_coding	genic
WBGene00000056	protein_coding	genic
WBGene00173048	piRNA	genic
WBGene00018758	protein_coding	genic
WBGene00020960	protein_coding	genic
WBGene00005477	protein_coding	genic
WBGene00197330	ncRNA	genic
WBGene00020961	protein_coding	genic
WBGene00195346	ncRNA	genic
WBGene00196357	ncRNA	genic
WBGene00194904	protein_coding	genic
WBGene00020959	protein_coding	genic
WBGene00206511	protein_coding	genic
WBGene00044522	protein_coding	genic
WBGene00194896	protein_coding	genic
WBGene00020957	protein_coding	genic
WBGene00220114	ncRNA	genic
WBGene00220115	ncRNA	genic
WBGene00020962	protein_coding	genic
WBGene00219305	protein_coding	genic
WBGene00020955	protein_coding	genic
WBGene00201661	ncRNA	genic
WBGene00003579	protein_coding	genic
WBGene00202271	ncRNA	genic
WBGene00023157	tRNA	genic
WBGene00020954	protein_coding	genic
WBGene00020953	protein_coding	genic
WBGene00201453	ncRNA	genic
WBGene00023158	tRNA	genic
WBGene00200238	ncRNA	genic
WBGene00020952	protein_coding	genic
WBGene00021564	protein_coding	genic
WBGene00021563	protein_coding	genic
WBGene00021562	protein_coding	genic
WBGene00016048	protein_coding	genic
WBGene00199406	ncRNA	genic
WBGene00016049	protein_coding	genic
WBGene00016047	protein_coding	genic
WBGene00016050	protein_coding	genic
WBGene00016051	protein_coding	genic
WBGene00005217	protein_coding	genic
WBGene00005216	protein_coding	genic
WBGene00006081	protein_coding	genic
WBGene00006099	protein_coding	genic
WBGene00016052	protein_coding	genic
WBGene00005214	protein_coding	genic
WBGene00005213	protein_coding	genic
WBGene00005218	protein_coding	genic
WBGene00005219	protein_coding	genic
WBGene00005916	pseudogene	genic
WBGene00005915	protein_coding	genic
WBGene00005917	protein_coding	genic
WBGene00005918	pseudogene	genic
WBGene00005919	protein_coding	genic
WBGene00005215	protein_coding	genic
WBGene00019885	protein_coding	genic
WBGene00000977	protein_coding	genic
WBGene00019886	protein_coding	genic
WBGene00000978	protein_coding	genic
WBGene00005279	protein_coding	genic
WBGene00005606	protein_coding	genic
WBGene00005605	pseudogene	genic
WBGene00019887	protein_coding	genic
WBGene00004130	protein_coding	genic
WBGene00219966	ncRNA	genic
WBGene00018824	protein_coding	genic
WBGene00236799	antisense	genic
WBGene00018823	protein_coding	genic
WBGene00018825	protein_coding	genic
WBGene00018826	protein_coding	genic
WBGene00005259	protein_coding	genic
WBGene00020183	protein_coding	genic
WBGene00005749	protein_coding	genic
WBGene00005629	protein_coding	genic
WBGene00005627	protein_coding	genic
WBGene00023335	pseudogene	genic
WBGene00023336	pseudogene	genic
WBGene00023337	pseudogene	genic
WBGene00023338	pseudogene	genic
WBGene00005626	protein_coding	genic
WBGene00005628	protein_coding	genic
WBGene00020182	protein_coding	genic
WBGene00023339	pseudogene	genic
WBGene00005635	protein_coding	genic
WBGene00005634	protein_coding	genic
WBGene00005633	protein_coding	genic
WBGene00005476	protein_coding	genic
WBGene00005478	protein_coding	genic
WBGene00005447	protein_coding	genic
WBGene00005448	protein_coding	genic
WBGene00005449	protein_coding	genic
WBGene00018138	protein_coding	genic
WBGene00018140	protein_coding	genic
WBGene00006104	protein_coding	genic
WBGene00002055	protein_coding	genic
WBGene00018139	protein_coding	genic
WBGene00005751	protein_coding	genic
WBGene00044523	protein_coding	genic
WBGene00235329	protein_coding	genic
WBGene00005344	protein_coding	genic
WBGene00016281	protein_coding	genic
WBGene00006111	protein_coding	genic
WBGene00016282	protein_coding	genic
WBGene00016283	protein_coding	genic
WBGene00016284	protein_coding	genic
WBGene00005362	pseudogene	genic
